SYMBOL,SERIES,LAST_TRADE_DATE
SHAILY,EQ,2024-07-05
SHAKTIPUMP,EQ,2024-06-06
SHALBY,EQ,2024-07-05
SHALPAINTS,EQ,2024-07-05
SHANKARA,EQ,2024-07-05
SHANTI,EQ,2024-02-16
SHANTIGEAR,EQ,2024-07-05
SHARDACROP,EQ,2024-07-05
SHARDAMOTR,EQ,2024-07-05
SHAREINDIA,EQ,2024-07-05
SHARIABEES,EQ,2024-07-05
SHARONBIO,EQ,2017-09-13
SHEMAROO,EQ,2024-07-05
SHIL,EQ,2022-06-20
SHILPAMED,EQ,2024-07-05
SHILPI,EQ,2018-08-16
SHIRPUR-G,EQ,2020-11-23
SHIVALIK,EQ,2024-07-05
SHIVAMAUTO,EQ,2024-07-05
SHIVAMILLS,EQ,2024-07-05
SHIVATEX,EQ,2024-07-05
SHIVTEX,EQ,2017-11-02
SHK,EQ,2024-07-05
SHOPERSTOP,EQ,2024-07-05
SHRADHA,EQ,2024-06-24
SHREDIGCEM,EQ,2024-07-05
SHREECEM,EQ,2024-07-05
SHREEPUSHK,EQ,2024-07-05
SHREERAMA,EQ,2023-06-30
SHRENIK,EQ,2024-07-05
SHRENUJ,EQ,2017-01-23
SHREYANIND,EQ,2024-07-05
SHREYAS,EQ,2024-07-05
SHRIASTER,EQ,2016-05-19
SHRIPISTON,EQ,2024-07-05
SHRIRAMCIT,EQ,2022-11-28
SHRIRAMEPC,EQ,2022-03-08
SHRIRAMFIN,EQ,2024-07-05
SHRIRAMPPS,EQ,2024-07-05
SHYAMCENT,EQ,2024-01-30
SHYAMMETL,EQ,2024-07-05
SHYAMTEL,EQ,2024-04-23
SICAGEN,EQ,2021-07-20
SICAL,EQ,2022-12-28
SICALLOG,EQ,2023-10-30
SIEMENS,EQ,2024-07-05
SIGACHI,EQ,2024-07-05
SIGIND,EQ,2024-07-05
SIGMA,EQ,2024-07-05
SIGNATURE,EQ,2024-07-05
SIGNET,EQ,2018-08-10
SIGNPOST,EQ,2024-07-05
SIKKO,EQ,2024-06-18
SIL,EQ,2024-07-05
SILGO,EQ,2024-07-05
SILINV,EQ,2024-07-05
SILLYMONKS,EQ,2024-07-05
SILVER,EQ,2024-07-05
SILVER1,EQ,2024-07-05
SILVERADD,EQ,2024-07-05
SILVERBEES,EQ,2024-07-05
SILVERETF,EQ,2024-07-05
SILVERIETF,EQ,2024-07-05
SILVERTUC,EQ,2024-07-05
SILVRETF,EQ,2024-07-05
SIMBHALS,EQ,2024-06-26
SIMPLEX,EQ,2018-09-24
SIMPLEXINF,EQ,2023-08-17
SINCLAIR,EQ,2024-07-05
SINDHUTRAD,EQ,2024-07-05
SINTERCOM,EQ,2024-07-05
SINTEX,EQ,2022-03-21
SIRCA,EQ,2024-07-05
SIS,EQ,2024-07-05
SITASHREE,EQ,2018-03-16
SITICABLE,EQ,2016-08-16
SITINET,EQ,2023-06-06
SIYSIL,EQ,2024-07-05
SJS,EQ,2024-07-05
SJVN,EQ,2024-07-05
SKFINDIA,EQ,2024-07-05
SKIL,EQ,2021-11-18
SKIPPER,EQ,2024-07-05
SKMEGGPROD,EQ,2024-07-05
SKSMICRO,EQ,2016-06-30
SKYGOLD,EQ,2024-01-11
SMALLCAP,EQ,2024-07-05
SMARTLINK,EQ,2024-05-15
SMCGLOBAL,EQ,2024-07-05
SMLISUZU,EQ,2024-07-05
SMLT,EQ,2024-07-05
SMPL,EQ,2019-08-30
SMSLIFE,EQ,2024-07-05
SMSPHARMA,EQ,2024-07-05
SNOWMAN,EQ,2024-07-05
SOBHA,EQ,2024-07-05
SOFTTECH,EQ,2024-07-05
SOFTTECHGR,EQ,2017-06-20
SOLARA,EQ,2024-07-05
SOLARINDS,EQ,2024-07-05
SOMANYCERA,EQ,2024-07-05
SOMATEX,EQ,2024-04-26
SOMICONVEY,EQ,2024-06-27
SONACOMS,EQ,2024-07-05
SONAMCLOCK,EQ,2023-10-25
SONAMLTD,EQ,2024-07-05
SONASTEER,EQ,2018-04-20
SONATSOFTW,EQ,2024-07-05
SORILHOLD,EQ,2018-04-30
SORILINFRA,EQ,2022-08-17
SOTL,EQ,2024-07-05
SOUTHBANK,EQ,2024-07-05
SOUTHWEST,EQ,2024-07-05
SPAL,EQ,2024-07-05
SPANDANA,EQ,2024-07-05
SPARC,EQ,2024-07-05
SPCENET,EQ,2024-07-05
SPECIALITY,EQ,2024-07-05
SPECTACLE,EQ,2016-03-22
SPENCERS,EQ,2024-07-05
SPENTEX,EQ,2018-09-26
SPHEREGSL,EQ,2018-04-18
SPIC,EQ,2024-07-05
SPICEJET,EQ,2023-04-28
SPICEMOBI,EQ,2019-06-06
SPLIL,EQ,2024-07-05
SPLPETRO,EQ,2024-07-05
SPMLINFRA,EQ,2024-07-05
SPORTKING,EQ,2024-07-05
SPTL,EQ,2023-03-02
SPYL,EQ,2023-11-20
SQSBFSI,EQ,2019-04-30
SREEL,EQ,2024-07-05
SREINFRA,EQ,2022-05-24
SRF,EQ,2024-07-05
SRGHFL,EQ,2024-07-05
SRHHYPOLTD,EQ,2024-07-05
SRIPIPES,EQ,2022-01-12
SRM,EQ,2024-07-05
SRPL,EQ,2023-06-30
SRSLTD,EQ,2018-08-21
SRTRANSFIN,EQ,2022-12-19
SSWL,EQ,2024-07-05
STAMPEDE,EQ,2020-06-18
STANLEY,EQ,2024-07-05
STAR,EQ,2024-07-05
STARCEMENT,EQ,2024-07-05
STARHEALTH,EQ,2024-07-05
STARPAPER,EQ,2024-07-05
STARTECK,EQ,2024-07-05
STCINDIA,EQ,2024-07-05
STEELCAS,EQ,2024-07-05
STEELCITY,EQ,2024-07-05
STEELXIND,EQ,2024-07-05
STEL,EQ,2024-07-05
STERLINBIO,EQ,2018-02-21
STERTOOLS,EQ,2024-07-05
STINDIA,EQ,2020-08-21
STLTECH,EQ,2024-07-05
STOREONE,EQ,2017-01-09
STOVEKRAFT,EQ,2024-07-05
STRTECH,EQ,2020-10-28
STYABS,EQ,2016-04-01
STYLAMIND,EQ,2024-07-05
STYRENIX,EQ,2024-07-05
SUBCAPCITY,EQ,2023-01-04
SUBEX,EQ,2020-10-21
SUBEXLTD,EQ,2024-07-05
SUBROS,EQ,2024-07-05
SUDAR,EQ,2016-08-22
SUDARSCHEM,EQ,2024-07-05
SUJANATWR,EQ,2017-02-16
SUJANAUNI,EQ,2020-11-23
SUKHJITS,EQ,2024-07-05
SULA,EQ,2024-07-05
SUMEETINDS,EQ,2022-12-27
SUMICHEM,EQ,2024-07-05
SUMIT,EQ,2024-04-09
SUMMITSEC,EQ,2024-07-05
SUNCLAY,EQ,2024-07-05
SUNCLAYLTD,EQ,2023-08-09
SUNDARAM,EQ,2024-07-05
SUNDARMFIN,EQ,2024-07-05
SUNDARMHLD,EQ,2024-07-05
SUNDRMBRAK,EQ,2024-07-05
SUNDRMFAST,EQ,2024-07-05
SUNFLAG,EQ,2024-07-05
SUNILHITEC,EQ,2018-08-16
SUNPHARMA,EQ,2024-07-05
SUNTECK,EQ,2024-07-05
SUNTV,EQ,2024-07-05
SUPERHOUSE,EQ,2024-07-05
SUPERSPIN,EQ,2024-07-05
SUPPETRO,EQ,2022-04-06
SUPRAJIT,EQ,2024-07-05
SUPREMEENG,EQ,2024-05-14
SUPREMEIND,EQ,2024-07-05
SUPREMEINF,EQ,2023-06-07
SUPREMETEX,EQ,2018-03-16
SUPRIYA,EQ,2024-07-05
SURAJEST,EQ,2024-07-05
SURANACORP,EQ,2017-06-27
SURANAIND,EQ,2018-03-16
SURANASOL,EQ,2024-04-22
SURANAT&P,EQ,2024-07-04
SURYAJYOTI,EQ,2016-05-20
SURYALAXMI,EQ,2024-07-05
SURYAROSNI,EQ,2024-07-05
SURYODAY,EQ,2024-07-05
SUTLEJTEX,EQ,2024-07-05
SUULD,EQ,2024-07-02
SUVEN,EQ,2024-07-05
SUVENPHAR,EQ,2024-07-05
SUVIDHAA,EQ,2024-07-05
SUZLON,EQ,2024-07-05
SVLL,EQ,2024-07-05
SVOGL,EQ,2016-09-26
SVPGLOB,EQ,2024-07-05
SWANENERGY,EQ,2024-07-05
SWARAJENG,EQ,2024-07-05
SWELECTES,EQ,2024-07-05
SWSOLAR,EQ,2024-07-05
SYMPHONY,EQ,2024-07-05
SYNCOM,EQ,2020-09-25
SYNCOMF,EQ,2024-07-05
SYNDIBANK,EQ,2020-03-19
SYNGENE,EQ,2024-07-05
SYRMA,EQ,2024-07-05
TAINWALCHM,EQ,2024-05-29
TAJGVK,EQ,2024-07-05
TAKE,EQ,2024-07-05
TALBROAUTO,EQ,2024-07-05
TALWALKARS,EQ,2020-02-20
TALWGYM,EQ,2020-02-20
TANLA,EQ,2024-07-05
TANTIACONS,EQ,2017-02-15
TARACHAND,EQ,2024-04-22
TARAJEWELS,EQ,2018-08-16
TARAPUR,EQ,2023-05-22
TARC,EQ,2024-07-05
TARMAT,EQ,2024-02-28
TARSONS,EQ,2024-07-05
TASTYBITE,EQ,2024-07-05
TATACHEM,EQ,2024-07-05
TATACOFFEE,EQ,2024-01-12
TATACOMM,EQ,2024-07-05
TATACONSUM,EQ,2024-07-05
TATAELXSI,EQ,2024-07-05
TATAGLOBAL,EQ,2020-02-26
TATAGOLD,EQ,2024-07-05
TATAINVEST,EQ,2024-07-05
TATAMETALI,EQ,2024-02-05
TATAMOTORS,EQ,2024-07-05
TATAMTRDVR,EQ,2024-07-05
TATAPOWER,EQ,2024-07-05
TATASPONGE,EQ,2019-08-30
TATASTEEL,EQ,2024-07-05
TATASTLBSL,EQ,2021-08-05
TATASTLLP,EQ,2023-11-16
TATATECH,EQ,2024-07-05
TATSILV,EQ,2024-07-05
TATVA,EQ,2024-07-05
TBOTEK,EQ,2024-07-05
TBZ,EQ,2024-07-05
TCI,EQ,2024-07-05
TCIDEVELOP,EQ,2022-11-10
TCIEXP,EQ,2024-07-05
TCIFINANCE,EQ,2024-06-12
TCLCONS,EQ,2024-07-05
TCNSBRANDS,EQ,2024-07-05
TCPLPACK,EQ,2024-07-05
TCS,EQ,2024-07-05
TDPOWERSYS,EQ,2024-07-05
TEAMLEASE,EQ,2024-07-05
TECH,EQ,2024-07-05
TECHIN,EQ,2023-08-10
TECHM,EQ,2024-07-05
TECHNO,EQ,2018-08-07
TECHNOE,EQ,2024-06-06
TECHNOFAB,EQ,2020-11-27
TECILCHEM,EQ,2024-06-20
TEGA,EQ,2024-07-05
TEJASNET,EQ,2024-07-05
TEMBO,EQ,2024-07-05
TERASOFT,EQ,2024-06-20
TEXINFRA,EQ,2024-07-05
TEXMOPIPES,EQ,2024-07-05
TEXRAIL,EQ,2024-07-05
TFCILTD,EQ,2024-07-05
TFL,EQ,2024-05-10
TGBHOTELS,EQ,2024-07-05
THANGAMAYL,EQ,2024-07-05
THEINVEST,EQ,2024-07-05
THEJO,EQ,2024-07-05
THEMISMED,EQ,2024-07-05
THERMAX,EQ,2024-07-05
THIRUSUGAR,EQ,2019-05-27
THOMASCOOK,EQ,2024-07-05
THOMASCOTT,EQ,2023-04-13
THYROCARE,EQ,2024-07-05
TI,EQ,2024-07-05
TIDEWATER,EQ,2024-07-05
TIFIN,EQ,2019-04-08
TIIL,EQ,2024-07-05
TIINDIA,EQ,2024-07-05
TIJARIA,EQ,2024-03-01
TIL,EQ,2023-03-31
TIMESGTY,EQ,2024-07-05
TIMETECHNO,EQ,2024-07-05
TIMKEN,EQ,2024-07-05
TINPLATE,EQ,2024-01-18
TIPSFILMS,EQ,2024-07-05
TIPSINDLTD,EQ,2024-07-05
TIRUMALCHM,EQ,2024-07-05
TIRUPATIFL,EQ,2024-06-21
TITAGARH,EQ,2024-07-05
TITAN,EQ,2024-07-05
TMB,EQ,2024-07-05
TMRVL,EQ,2022-07-15
TNIDETF,EQ,2024-07-05
TNPETRO,EQ,2024-07-05
TNPL,EQ,2024-07-05
TNTELE,EQ,2024-01-31
TODAYS,EQ,2018-02-06
TOKYOPLAST,EQ,2024-07-05
TOP100CASE,EQ,2024-07-05
TORNTPHARM,EQ,2024-07-05
TORNTPOWER,EQ,2024-07-05
TOTAL,EQ,2024-06-26
TOUCHWOOD,EQ,2024-07-05
TPHQ,EQ,2024-07-05
TPLPLASTEH,EQ,2024-07-05
TRACXN,EQ,2024-07-05
TREEHOUSE,EQ,2024-07-05
TREJHARA,EQ,2023-06-06
TREL,EQ,2024-07-05
TRENT,EQ,2024-07-05
TRF,EQ,2024-02-13
TRICOM,EQ,2017-03-23
TRIDENT,EQ,2024-07-05
TRIGYN,EQ,2024-06-28
TRIL,EQ,2024-05-13
TRITURBINE,EQ,2024-07-05
TRIVENI,EQ,2024-07-05
TRU,EQ,2024-07-05
TTKHLTCARE,EQ,2024-07-05
TTKPRESTIG,EQ,2024-07-05
TTL,EQ,2024-07-05
TTML,EQ,2024-07-05
TUBEINVEST,EQ,2017-08-23
TULSI,EQ,2018-03-16
TV18BRDCST,EQ,2024-07-05
TVSELECT,EQ,2024-07-05
TVSHLTD,EQ,2024-07-05
TVSMOTOR,EQ,2024-07-05
TVSSCS,EQ,2024-07-05
TVSSRICHAK,EQ,2024-07-05
TVTODAY,EQ,2024-07-05
TVVISION,EQ,2024-02-21
TWL,EQ,2023-06-16
UBHOLDINGS,EQ,2017-05-19
UBL,EQ,2024-07-05
UCAL,EQ,2024-07-05
UCALFUEL,EQ,2023-07-25
UCOBANK,EQ,2024-07-05
UDAICEMENT,EQ,2024-07-05
UDS,EQ,2024-07-05
UFLEX,EQ,2024-07-05
UFO,EQ,2024-07-05
UGARSUGAR,EQ,2024-07-05
UGROCAP,EQ,2024-07-05
UJAAS,EQ,2023-11-02
UJJIVAN,EQ,2024-05-02
UJJIVANSFB,EQ,2024-07-05
ULTRACEMCO,EQ,2024-07-05
UMAEXPORTS,EQ,2024-02-05
UMANGDAIRY,EQ,2024-07-05
UMESLTD,EQ,2024-07-05
UNICHEMLAB,EQ,2024-07-05
UNIDT,EQ,2024-07-05
UNIENTER,EQ,2024-07-05
UNIINFO,EQ,2024-07-05
UNIONBANK,EQ,2024-07-05
UNIPARTS,EQ,2024-07-05
UNIPLY,EQ,2020-09-11
UNITDSPR,EQ,2024-07-05
UNITECH,EQ,2019-11-20
UNITEDBNK,EQ,2020-03-20
UNITEDPOLY,EQ,2024-07-05
UNITEDTEA,EQ,2024-07-05
UNITY,EQ,2018-08-29
UNIVAFOODS,EQ,2023-12-18
UNIVASTU,EQ,2024-05-03
UNIVCABLES,EQ,2024-07-05
UNIVPHOTO,EQ,2024-07-05
UNOMINDA,EQ,2024-07-05
UPERGANGES,EQ,2017-03-22
UPL,EQ,2024-07-05
URAVI,EQ,2024-05-02
URJA,EQ,2024-07-05
USHAMART,EQ,2024-07-05
USHERAGRO,EQ,2018-09-21
USK,EQ,2024-06-26
UTIAMC,EQ,2024-07-05
UTIBANKETF,EQ,2024-07-05
UTINEXT50,EQ,2024-07-05
UTINIFTETF,EQ,2024-07-05
UTISENSETF,EQ,2024-07-05
UTISXN50,EQ,2024-07-05
UTKARSHBNK,EQ,2024-07-05
UTTAMSTL,EQ,2022-05-24
UTTAMSUGAR,EQ,2024-07-05
UTTAMVALUE,EQ,2016-03-23
UVSL,EQ,2020-11-20
V2RETAIL,EQ,2024-03-26
VADILALIND,EQ,2024-07-05
VAIBHAVGBL,EQ,2024-07-05
VAISHALI,EQ,2024-07-05
VAKRANGEE,EQ,2024-07-05
VALECHAENG,EQ,2016-09-26
VALIANTLAB,EQ,2024-07-05
VALIANTORG,EQ,2024-07-05
VALUEIND,EQ,2017-12-06
VARDHACRLC,EQ,2024-07-05
VARDMNPOLY,EQ,2024-07-05
VARROC,EQ,2024-07-05
VASCONEQ,EQ,2024-07-05
VASWANI,EQ,2024-03-01
VBL,EQ,2024-07-05
VCL,EQ,2024-01-09
VEDL,EQ,2024-07-05
VENKEYS,EQ,2024-07-05
VENUSPIPES,EQ,2024-07-05
VENUSREM,EQ,2024-07-05
VERANDA,EQ,2024-07-05
VERTOZ,EQ,2024-06-27
VESUVIUS,EQ,2024-07-05
VETO,EQ,2024-07-05
VGUARD,EQ,2024-07-05
VHL,EQ,2024-07-05
VICEROY,EQ,2018-12-21
VIDEOIND,EQ,2018-05-21
VIDHIDYE,EQ,2017-02-28
VIDHIING,EQ,2024-07-05
VIJAYA,EQ,2024-07-05
VIJAYABANK,EQ,2019-03-07
VIJIFIN,EQ,2024-01-30
VIJSHAN,EQ,2018-12-21
VIKASECO,EQ,2024-07-05
VIKASLIFE,EQ,2024-07-05
VIKASMCORP,EQ,2021-05-05
VIKASPROP,EQ,2022-08-22
VIKASWSP,EQ,2022-04-22
VIMALOIL,EQ,2017-04-10
VIMTALABS,EQ,2024-07-05
VINATIORGA,EQ,2024-07-05
VINDHYATEL,EQ,2024-07-05
VINEETLAB,EQ,2024-07-05
VINNY,EQ,2024-07-05
VINYLINDIA,EQ,2024-07-05
VIPCLOTHNG,EQ,2024-07-05
VIPIND,EQ,2024-07-05
VIPULLTD,EQ,2024-07-05
VIRINCHI,EQ,2024-07-05
VISAKAIND,EQ,2024-07-05
VISASTEEL,EQ,2022-12-02
VISESHINFO,EQ,2023-09-14
VISHAL,EQ,2023-12-29
VISHNU,EQ,2024-07-05
VISHWARAJ,EQ,2024-07-05
VISUINTL,EQ,2017-04-10
VIVIDHA,EQ,2024-01-12
VIVIMEDLAB,EQ,2022-12-01
VKSPL,EQ,2016-12-21
VLEGOV,EQ,2024-01-30
VLSFINANCE,EQ,2024-07-05
VMART,EQ,2024-07-05
VOLTAMP,EQ,2024-07-05
VOLTAS,EQ,2024-07-05
VPRPL,EQ,2024-07-05
VRLLOG,EQ,2024-07-05
VSSL,EQ,2024-07-05
VSTIND,EQ,2024-07-05
VSTL,EQ,2024-05-15
VSTTILLERS,EQ,2024-07-05
VTL,EQ,2024-07-05
WABAG,EQ,2024-07-05
WABCOINDIA,EQ,2022-03-31
WALCHANNAG,EQ,2024-07-05
WANBURY,EQ,2024-07-05
WATERBASE,EQ,2023-10-25
WEALTH,EQ,2024-07-05
WEBELSOLAR,EQ,2024-04-09
WEIZFOREX,EQ,2020-02-26
WEIZMANIND,EQ,2024-06-28
WEL,EQ,2024-04-22
WELCORP,EQ,2024-07-05
WELENT,EQ,2024-07-05
WELINV,EQ,2024-07-05
WELSPUNIND,EQ,2023-12-13
WELSPUNLIV,EQ,2024-07-05
WELSYNTEX,EQ,2016-02-02
WENDT,EQ,2024-07-05
WESTLIFE,EQ,2024-07-05
WEWIN,EQ,2024-04-22
WFL,EQ,2023-01-03
WHEELS,EQ,2024-07-05
WHIRLPOOL,EQ,2024-07-05
WILLAMAGOR,EQ,2024-07-05
WINDLAS,EQ,2024-07-05
WINDMACHIN,EQ,2024-07-05
WINPRO,EQ,2023-04-28
WINSOME,EQ,2023-11-10
WIPL,EQ,2024-07-05
WIPRO,EQ,2024-07-05
WOCKPHARMA,EQ,2024-07-05
WONDERLA,EQ,2024-07-05
WORTH,EQ,2024-07-05
WSI,EQ,2024-07-05
WSTCSTPAPR,EQ,2024-07-05
XCHANGING,EQ,2024-07-05
XELPMOC,EQ,2024-01-17
XLENERGY,EQ,2018-03-16
XPROINDIA,EQ,2024-07-05
YAARI,EQ,2024-03-14
YAARII,EQ,2021-12-14
YASHO,EQ,2024-07-05
YATHARTH,EQ,2024-07-05
YATRA,EQ,2024-07-05
YESBANK,EQ,2024-07-05
YUKEN,EQ,2024-07-05
ZAGGLE,EQ,2024-07-05
ZANDUREALT,EQ,2018-05-23
ZEEL,EQ,2024-07-05
ZEELEARN,EQ,2023-06-06
ZEEMEDIA,EQ,2024-07-05
ZENITHBIR,EQ,2020-06-15
ZENITHCOMP,EQ,2016-03-10
ZENITHEXPO,EQ,2024-06-13
ZENITHSTL,EQ,2024-07-03
ZENSARTECH,EQ,2024-07-05
ZENTEC,EQ,2024-07-05
ZFCVINDIA,EQ,2024-07-05
ZICOM,EQ,2020-11-27
ZIMLAB,EQ,2024-07-05
ZODIAC,EQ,2023-11-06
ZODIACLOTH,EQ,2024-06-27
ZODJRDMKJ,EQ,2021-09-20
ZOMATO,EQ,2024-07-05
ZOTA,EQ,2024-07-05
ZUARI,EQ,2024-07-05
ZUARIGLOB,EQ,2022-07-01
ZUARIIND,EQ,2024-07-05
ZYDUSLIFE,EQ,2024-07-05
ZYDUSWELL,EQ,2024-07-05
ZYLOG,EQ,2018-03-16
